일시,지점,일최저체감온도(°C),일최고기온(°C),일평균기온(°C),일최저기온(°C),일평균상대습도(%),일평균풍속(m/s),일최대풍속(m/s),한파특보(O/X),한파영향예보(단계),동파가능지수(03h)(단계),동파가능지수(06h)(단계),동파가능지수(09h)(단계),동파가능지수(12h)(단계),동파가능지수(15h)(단계),동파가능지수(18h)(단계),동파가능지수(21h)(단계),동파가능지수(24h)(단계)
2021-12-15,산청(289),-7.3,14.2,4,-3.4,76.6,0.9,5.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,거제(294),1.8,13.5,7.9,2.3,77.8,0.8,2.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,남해(295),1.9,14.1,7.9,2,76,0.8,2.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,부천(433),4.1,10.6,6.8,4.2,85,0.4,2.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,안양(434),3.2,10.2,7.5,5.5,,1.1,3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,광명(437),4.1,11.1,8.1,6.1,80,1.2,3.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,군포(438),3.6,10.3,6.6,4.8,87,0.9,2.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,김포(441),,11.3,7,3.4,,1.2,3.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,하남(444),3.3,10.7,5.8,2.5,86,0.2,1.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,의왕(445),2.6,9,4.9,2,91,0.2,1.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,포천(504),-1.5,10.4,5,0.1,87,1.2,3.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,가평조종(505),-1,10.2,3.6,-0.1,92,0.8,3.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,안성(516),0.3,9.4,5.2,1.7,97,0.8,3.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,간성(517),1,13.3,8,1.9,65,1.5,4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,평창(526),-1.7,7.3,2.7,0.6,92,0.4,1.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,의정부(532),0.5,10.7,5.7,2,93,0.7,2.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,횡성(536),0,7.1,3.6,1.7,99,0.4,1.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,고양(540),2.4,11.5,6.5,2.5,88,1.2,3.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,남양주(541),0.2,11.1,5.1,1.4,89,0.9,3.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,안산(545),-0.9,11.5,5,-0.7,95,0.5,2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,경기광주(546),0.5,10.1,5.4,2.2,93,1,2.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,여주(548),-0.6,8.1,4.5,2.2,98,1.3,3.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,용인(549),2.4,9.3,5.7,3.3,92,0.9,1.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,오산(550),,,,,,,,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,평택(551),-1,10.3,6,1.3,96,1,2.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,화천(555),-0.3,9,3.6,0.1,96,0.5,1.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,양구(556),-2.3,8.3,2.9,-0.3,89,0.9,4.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,시흥(565),-1.3,10.9,6.3,-0.2,90,1.6,4.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,구리(569),2.1,10.5,6,2.8,81,,2.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,화성(571),2.4,10.7,6.2,3.2,92,0.7,2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,성남(572),3.2,10.2,6.6,2.6,84,1,3.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,과천(590),1.6,11.6,6.6,2.1,91,1.3,2.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,양주(598),-3.5,10.4,4.4,-1.1,90,1.1,4.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,단양(601),1.2,7.2,4.2,2.2,98,0.5,1.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,진천(602),-0.3,9.9,5.2,0.6,89,1.1,4.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,괴산(603),-1.4,9.7,4.1,0.2,92,0.7,3.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,옥천(604),2.2,14,7,2.5,78,0.9,3.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,홍북(608),2.1,11.6,7,3.3,93,1.5,3.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,공주(612),0.1,11.6,5.7,0.2,85,0.8,3.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,서천(614),2.4,12.8,7.2,2.2,85,1,5.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,논산(615),1.3,13.8,6.2,1.5,83,0.9,4.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,당진(616),2.4,11.2,7,2.5,91,1.1,2.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,청양(618),2.6,10.7,5.2,0.7,93,0.3,1.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,음성(619),-0.6,8.2,4.1,0.6,91,1.6,3.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,증평(623),0.1,9.2,4.3,0.5,96,0.4,2.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,태안(627),4.9,11.6,8.1,4.1,88,1.2,4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,예산(628),1.7,11.5,7.2,2.6,90,1.2,3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,아산(634),-0.6,11,6.5,0.9,90,1.8,3.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,계룡(636),-0.5,11.2,5.4,-1.1,79,1.2,4.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,연천청산(652),-0.7,10.2,5,-0.9,89,1.4,3.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,양양(670),3.8,11.7,8.8,5.8,74,2.7,5.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,무안(699),-3.4,13.9,5.6,0,83,1.9,3.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,무주(701),0.5,12.9,8.1,2.1,67,1.8,4.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,익산(702),1.6,14.4,7.5,1.9,83,1.1,3.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,진안(703),-2.6,12.3,5.2,-1.3,81,2,5.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,담양(706),-1.9,14.6,5.9,-0.2,85,1.3,4.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,구례(709),-3.3,14.7,3.6,-2.3,86,0.6,2.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,나주(710),-2.6,14.2,5.1,-0.8,86,1.1,2.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,순천시(712),-0.6,14.2,5.9,0,78,0.5,2.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,광양읍(713),-1.9,15,5.8,-0.7,80,0.9,2.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,장성(730),-2.1,14.4,5.2,-0.7,84,0.8,3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,영암(731),-2,14.9,5.2,-0.4,87,0.8,3.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,보성(732),-4.4,14.1,2.8,-3.8,86,0.5,3.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,완주(734),3.9,14.3,8.6,4.4,78,1.6,5.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,김제(737),2.2,14.4,8.9,5.4,73,3.3,6.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,화순(741),-4,14.3,5.6,-0.9,78,0.9,3.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,함평(754),-3.6,14.6,5.4,-0.9,87,1.6,3.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,곡성(768),-3.3,14.4,5,-1.3,82,0.8,2.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,압해도(789),1.6,14.4,8.7,4.9,80,3,6.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,영양(801),-2.5,10.7,3.7,-1.2,84,1.2,4.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,성주(810),-6.3,15.2,3.5,-4.2,74,0.7,2.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,고령(812),-5.6,14.5,3.5,-4.5,79,0.8,3.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,청도(813),-8.7,14.7,2.9,-6,77,1.2,5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,예천(815),-0.2,10.3,4.5,0.6,84,0.5,2.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,김천(822),-4.2,16.3,5.1,-2.7,77,0.9,3.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,군위(823),-5.7,14,4.1,-2.4,81,1.3,4.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,칠곡(825),-2.3,14.1,5.3,-0.5,78,1.8,5.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,경산(827),-1.7,15.3,5.9,-0.5,66,0.6,1.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,삼척(876),3.2,12.2,9.3,5.5,55,1.8,4.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,속초(90),4.4,10.8,8.7,6.6,54.1,2.1,5.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,삼천포(907),3.7,15,8.7,4.8,71,0.9,2.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,고성(918),-4.5,13.8,4.4,-3.5,84,1.5,5.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,창녕(919),-6.1,14.8,4.4,-3.9,80,1.2,4.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,함안(920),-8.6,13.9,2.2,-5.1,85,1,2.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,북춘천(93),-0.8,8.9,3.5,0.6,94.6,0.8,2.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,하동(932),-3.4,15,4.7,-1.6,82,0.7,2.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,철원(95),1.7,9.2,5.5,1.2,94.4,1.3,2.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,동두천(98),1.6,10.9,5.9,2.4,89.6,0.9,4.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-15,파주(99),-2.7,10.9,4.7,-1.9,92,0.9,3.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,북강릉(104),3.5,12,7.4,3.6,46.5,0.9,2.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,동해(106),3.7,13.3,9.2,5.4,41.8,1.7,5.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,서울(108),-1,9.8,6.4,3.3,71.6,1.8,4.6,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,인천(112),-3.6,10.3,6.4,2.7,66,2.3,9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,원주(114),0.8,7.9,4.3,2.4,88.5,0.4,1.4,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,울릉도(115),5.7,12.1,9.3,8.1,59.5,1.9,6.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,수원(119),0,10.3,5.5,1.8,77.4,1.2,5.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,영월(121),0.6,8.5,3.8,0.8,89.9,0.5,2.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,충주(127),0.9,8.3,4.1,1.2,91.5,0.2,1.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,서산(129),-0.7,11.6,5.8,0.6,78.9,1.1,6.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,울진(130),3.3,12.7,8.5,5.3,45.4,2.4,7.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,청주(131),1.8,10.2,6.1,2.7,77.3,0.5,2.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,대전(133),3,11.2,6.7,4.8,83.8,0.8,2.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,추풍령(135),1.4,10.3,6.8,3.7,68.1,2.3,5.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,안동(136),-0.7,9.6,4.5,0.3,71.3,0.9,2.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,상주(137),1.2,12.1,6.4,2.5,71.9,1.3,4.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,포항(138),4,10.7,8.2,5.8,70.3,2,3.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,군산(140),4.4,11.7,7.5,5.3,84.3,1.2,4.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,대구(143),0.6,10.3,6.3,2.5,80,0.9,2.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,전주(146),4.5,12.3,8,5.4,75.4,1.1,3.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,울산(152),2.9,10,7.5,4.2,86.4,1.1,3.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,창원(155),4.3,9,6.7,4.5,85.3,0.5,2.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,광주(156),4.7,11.6,7.8,5.4,92,0.5,1.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,부산(159),4.6,10.5,8.8,7.1,80.9,2,4.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,통영(162),5.4,10,8.2,6.6,96.1,1,3.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,목포(165),4.7,10.8,8.1,6.8,90,1.9,4.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,여수(168),4.4,9.8,9,7.7,79.9,1.9,8.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,흑산도(169),5.1,13.2,10.4,9.3,80.8,3.8,15,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,완도(170),5.6,11.3,9.1,6.3,84.9,1.2,3.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,고창(172),0.7,11.7,6.8,3.2,88.5,1.5,3.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,제주(184),8.1,12.1,10.9,9.6,82.5,2.2,5.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,진주(192),-0.3,10.3,5.1,0.3,94.4,0.2,1.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,양평(202),2.1,5.2,4,3.5,99.6,0.7,1.9,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,이천(203),-0.8,6.4,3.4,1.3,100,0.4,2.1,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,인제(211),-0.2,8.3,4.8,0.7,76.5,1.7,4.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,홍천(212),-0.6,7.8,2.8,1,90.9,0.4,1.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,태백(216),-1.7,7.3,3.5,1.3,50.3,1.5,4.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,정선군(217),-4.3,8.6,3.9,0.2,74.3,2,4.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,제천(221),-2,7.9,2.4,-1,94.1,0.6,3.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,보은(226),-0.3,10.6,4.2,0.8,83.6,0.5,2.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,천안(232),0.2,10.7,4.8,1.4,85.6,0.5,3.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,보령(235),3.4,12.3,7.2,4.5,74.1,0.8,3.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,부여(236),1.9,12,5.8,2.2,82.9,0.5,2.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,금산(238),0.5,11.9,5.7,1.9,78.8,0.5,2.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,세종(239),0.6,10.4,5.7,2.7,81.4,0.6,2.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,부안(243),4.3,12.6,8,4.6,85.1,0.6,2.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,임실(244),0.2,10.6,4.9,0.6,85,0.6,2.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,정읍(245),2.3,11.5,7.4,3.8,82.1,0.9,3.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,남원(247),-1.6,9.8,4.5,1.1,92,0.9,2.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,장수(248),-2.2,9.3,3.3,-0.8,88.5,0.8,3.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,영광군(252),2.9,11.7,7.4,3.7,87.8,0.8,2.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,김해시(253),3.3,9.6,6.6,4.5,89.5,0.5,3.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,순창군(254),-1.8,10.5,5,1,91.9,0.8,3.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,양산시(257),2.1,10.5,7.1,2.2,92.1,1,2.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,강진군(259),1,11.2,7.8,2.6,87.9,1,3.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,장흥(260),0.4,11.3,7.4,1.1,88.4,1,3.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,해남(261),-1.1,10.3,6.7,0.3,89.3,1,2.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,고흥(262),0.9,10.1,7.3,1.4,87.8,0.9,3.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,의령군(263),-2.4,9.8,4.8,0.1,91.3,0.7,2.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,함양군(264),-1.3,11.5,5.3,-0.4,67.1,1.2,5.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,진도군ASOS(268),1.6,11.8,8.4,3.1,86.1,1.5,4.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,봉화(271),-3.2,10,3.9,-1,76.9,0.9,3.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,영주(272),-3.4,10.6,5.8,-0.7,65.1,3,7.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,문경(273),-0.2,11.2,6.2,1.9,71.6,1.5,5.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,청송군(276),-4.3,10.3,3,-1.7,76.1,1.1,4.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,영덕(277),4.5,11.6,8.4,5.9,57.5,1.8,6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,의성(278),-1.1,11.5,3.2,-0.8,84.5,0.3,2.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,구미(279),2.4,11,6.3,2.7,72,0.2,1.3,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,영천(281),-1.8,9.5,4.7,-0.7,83,0.4,2.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,경주시(283),-3,10.1,5.2,0.5,86.4,1.5,5.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,거창(284),-1.4,10.7,4.1,-0.4,84.4,0.7,2.5,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,합천(285),2.4,9.3,4.9,1.2,93.6,0.2,1.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,밀양(288),-0.5,9.6,5.4,0.7,91.5,0.4,1.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,산청(289),-0.1,11.1,5.7,0.4,79.8,1,5.6,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,거제(294),5.8,10.1,8,5.4,92.6,0.5,2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,남해(295),4.6,9.5,7.1,5.1,93.1,0.5,2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,부천(433),-0.6,9.6,6.1,3,66,0.5,2.7,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,안양(434),-1.1,9.8,6.6,4,,1.3,7.1,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,광명(437),-0.8,10.2,6.6,3.6,67,1.2,4.4,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,군포(438),-0.4,10,6.1,3.5,67,1,3.9,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,김포(441),,9.9,5.5,1,,1,4.8,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,하남(444),2.2,9.2,4.8,1.9,71,0.3,1.6,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,의왕(445),-0.1,8.7,4.3,1.7,72,0.5,3.1,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,포천(504),-2.3,9.9,4.1,-0.2,73,1.6,4.3,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,가평조종(505),-2.8,9.4,2.9,-0.7,78,1,3.8,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,안성(516),0.6,9.7,4.7,1.7,86,0.8,4.7,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,간성(517),-0.1,12.5,7.6,1.6,52,1.4,3.8,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,평창(526),-2,8.2,1.9,-1.3,85,0.6,2.1,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,의정부(532),-0.9,10.1,5,1,78,0.9,3.7,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,횡성(536),-0.1,7.7,3.4,0.7,96,0.6,2,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,고양(540),-1.1,10.2,5.1,1.3,75,1.1,4.4,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,남양주(541),-1.3,10.3,4.6,0.8,76,1.2,3.7,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,안산(545),-0.2,10.7,4.1,-0.1,80,0.5,4.2,X, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,경기광주(546),-0.4,8.3,3.9,2,83,0.9,2.3,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
2021-12-16,여주(548),-0.7,6.3,3.3,1.6,99,0.5,1.6,주의보, ,낮음,낮음,낮음,낮음,낮음,낮음,낮음,낮음
